collection_name,dataset_name,train_path,test_path,dataset_type,datetime_index,split_at,train_type,train_is_normal,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,mean,stddev,trend,stationarity,period_size
SYNTHETIC,eps=0.1-dodgers-12-BA-0.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-1.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-2.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-3.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-4.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-5.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-6.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-7.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-8.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BA-9.csv,,anomaly-detection/eps=0.1-dodgers-12-BA-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-0.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-1.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-2.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-3.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-4.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-5.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-6.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-7.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-8.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-BD-9.csv,,anomaly-detection/eps=0.1-dodgers-12-BD-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-0.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-1.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-2.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-3.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-4.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-5.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-6.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-7.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-8.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-DSAT-WEvent-9.csv,,anomaly-detection/eps=0.1-dodgers-12-DSAT-WEvent-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-0.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-1.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-2.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-3.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-4.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-5.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-6.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-7.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-8.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Fastw-9.csv,,anomaly-detection/eps=0.1-dodgers-12-Fastw-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-0.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-1.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-2.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-3.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-4.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-5.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-6.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-7.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-8.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Pegasus-9.csv,,anomaly-detection/eps=0.1-dodgers-12-Pegasus-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-0.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-1.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-2.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-3.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-4.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-5.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-6.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-7.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-8.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-RescueDPMD-9.csv,,anomaly-detection/eps=0.1-dodgers-12-RescueDPMD-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-0.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-1.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-2.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-3.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-4.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-5.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-6.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-7.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-8.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Sample-9.csv,,anomaly-detection/eps=0.1-dodgers-12-Sample-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-0.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-1.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-2.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-3.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-4.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-4.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-5.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-5.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-6.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-6.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-7.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-7.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-8.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-8.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-dodgers-12-Uniform-9.csv,,anomaly-detection/eps=0.1-dodgers-12-Uniform-9.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-0.csv,,anomaly-detection/eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-0.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-1.csv,,anomaly-detection/eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-1.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-2.csv,,anomaly-detection/eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-2.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
SYNTHETIC,eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-3.csv,,anomaly-detection/eps=0.1-period_length80_a1000_iter0_extrema-AdaPubDEBUGENABLEDIMENSIONGROUPING=false-3.csv,synthetic,TRUE,,unsupervised,FALSE,univariate,1000,1,2,10,20,20,20,0.9610252226334496,0.3194435257177281,no trend,difference_stationary,
